"firstname";"sex";"spread";"med";"count";"position";"year"
"Marques";"m";0;1;1;1;2012
"Marquez";"m";0;1;1;1;2013
"Marris";"m";0;1;1;1;2013
"Marron";"w";0;1;1;1;2011
"Marry";"w";0;1;1;1;2010
"Marsa";"w";0;1;1;1;2010
"Marsel";"m";0;1;1;1;2016
"Marsel";"m";0;1;1;1;2017
"Marshall";"m";0;1;1;1;2012
"Marshall";"m";0;1;1;1;2014
"Marson";"m";0;1;1;1;2013
"Marta";"w";4;9;3;1;2010
"Marta";"w";4;9;9;1;2011
"Marta";"w";4;9;9;1;2012
"Marta";"w";4;9;9;1;2013
"Marta";"w";4;9;9;1;2014
"Marta";"w";4;9;10;1;2015
"Marta";"w";4;9;9;1;2016
"Marta";"w";4;9;4;1;2017
"Marta";"w";4;9;5;1;2018
"Martí";"m";0;1;1;1;2016
"Martín";"m";0.25;1;1;1;2010
"Martín";"m";0.25;1;2;1;2013
"Martín";"m";0.25;1;1;1;2015
"Martín";"m";0.25;1;1;1;2018
"Marte";"w";0;1;1;1;2011
"Marte";"w";0;1;1;1;2016
"Marten";"m";1;3;2;1;2010
"Marten";"m";1;3;6;1;2011
"Marten";"m";1;3;3;1;2012
"Marten";"m";1;3;6;1;2013
"Marten";"m";1;3;3;1;2014
"Marten";"m";1;3;3;1;2015
"Marten";"m";1;3;3;1;2016
"Marten";"m";1;3;2;1;2017
"Marten";"m";1;3;1;1;2018
"Martha";"w";10;25;16;1;2010
"Martha";"w";10;25;26;1;2011
"Martha";"w";10;25;16;1;2012
"Martha";"w";10;25;25;1;2013
"Martha";"w";10;25;27;1;2014
"Martha";"w";10;25;27;1;2015
"Martha";"w";10;25;25;1;2016
"Martha";"w";10;25;12;1;2017
"Martha";"w";10;25;9;1;2018
"Marthe";"w";0;1;1;1;2016
"Marti";"m";0;1;1;1;2010
"Martim";"m";0;1;1;1;2015
"Martin";"m";10;23;20;1;2010
"Martin";"m";10;23;23;1;2011
"Martin";"m";10;23;25;1;2012
"Martin";"m";10;23;28;1;2013
"Martin";"m";10;23;18;1;2014
"Martin";"m";10;23;29;1;2015
"Martin";"m";10;23;28;1;2016
"Martin";"m";10;23;4;1;2017
"Martin";"m";10;23;11;1;2018
"Martina";"w";1;3;5;1;2010
"Martina";"w";1;3;2;1;2011
"Martina";"w";1;3;2;1;2012
"Martina";"w";1;3;3;1;2013
"Martina";"w";1;3;4;1;2014
"Martina";"w";1;3;3;1;2015
"Martina";"w";1;3;3;1;2016
"Martine";"w";0.25;1;1;1;2012
"Martine";"w";0.25;1;2;1;2013
"Martine";"w";0.25;1;1;1;2014
"Martine";"w";0.25;1;1;1;2016
"Martinez";"m";0;1;1;1;2015
"Martini";"m";0;1;1;1;2010
"Martino";"m";0;1;1;1;2015
"Martino";"m";0;1;1;1;2017
"Martino";"m";0;1;1;1;2018
"Martinova";"w";0;1;1;1;2013
"Martinovna";"w";0;1;1;1;2011
"Martta";"w";0;1;1;1;2010
"Marty";"m";0;1;1;1;2018
"Martyna";"w";0;1;1;1;2010
"Martyna";"w";0;1;1;1;2011
"Maru";"m";0;1;1;1;2012
"Maru";"m";0;1;1;1;2013
"Maru";"w";0;1;1;1;2016
"Marua";"w";0;1;1;1;2011
"Maruan";"m";0;1;1;1;2014
"Maruf";"m";0;1;1;1;2013
"Maruf";"m";0;1;1;1;2015
"Maruli";"m";0;1;1;1;2016
"Maruny";"w";0;1;1;1;2010
"Marusha";"w";0;1;1;1;2013
"Marvel";"m";0;1;1;1;2012
"Marvel";"m";0;1;1;1;2015
"Marvellous";"w";0;1;1;1;2014
"Marvellous";"w";0;1;1;1;2016
"Marvelous";"m";0;1;1;1;2015
"Marvelous";"m";0;1;1;1;2016
"Marvelous";"m";0;1;1;1;2017
"Marviş";"w";0;1;1;1;2015
"Marvin";"m";7;8;11;1;2010
"Marvin";"m";7;8;11;1;2011
"Marvin";"m";7;8;4;1;2012
"Marvin";"m";7;8;8;1;2013
"Marvin";"m";7;8;17;1;2014
"Marvin";"m";7;8;7;1;2015
"Marvin";"m";7;8;8;1;2016
"Marvin";"m";7;8;4;1;2017
"Marvin";"m";7;8;3;1;2018
"Marwa";"w";0.25;2;1;1;2010
"Marwa";"w";0.25;2;2;1;2011
"Marwa";"w";0.25;2;2;1;2012
"Marwa";"w";0.25;2;2;1;2013
"Marwa";"w";0.25;2;1;1;2014
"Marwa";"w";0.25;2;2;1;2016
"Marwa";"w";0.25;2;2;1;2017
"Marwa";"w";0.25;2;2;1;2018
"Marwah";"w";0;1;1;1;2012
"Marwan";"m";0.5;1;1;1;2010
"Marwan";"m";0.5;1;1;1;2012
"Marwan";"m";0.5;1;2;1;2013
"Marwan";"w";0;1;1;1;2010
"Marwin";"m";0.25;1;2;1;2010
"Marwin";"m";0.25;1;1;1;2011
"Marwin";"m";0.25;1;1;1;2012
"Marwin";"m";0.25;1;1;1;2017
"Mary";"w";2;2;6;1;2010
"Mary";"w";2;2;2;1;2011
"Mary";"w";2;2;3;1;2012
"Mary";"w";2;2;5;1;2014
"Mary";"w";2;2;2;1;2016
"Mary";"w";2;2;1;1;2017
"Mary";"w";2;2;2;1;2018
"Mary-Ann";"w";0;1;1;1;2013
"Mary-Ann";"w";0;1;1;1;2015
"Mary-Jane";"w";0;1;1;1;2011
"Marya";"w";0;1;1;1;2014
"Marya";"w";0;1;1;1;2016
"Marya";"w";0;1;1;1;2017
"Marya";"w";0;1;1;1;2018
"Maryalice";"w";0;1;1;1;2010
"Maryam";"w";5;6;5;1;2010
"Maryam";"w";5;6;3;1;2011
"Maryam";"w";5;6;6;1;2012
"Maryam";"w";5;6;3;1;2013
"Maryam";"w";5;6;9;1;2014
"Maryam";"w";5;6;4;1;2015
"Maryam";"w";5;6;10;1;2016
"Maryam";"w";5;6;11;1;2017
"Maryam";"w";5;6;7;1;2018
"Maryanna";"w";0;1;1;1;2011
"Maryem";"w";0;1;1;1;2011
"Maryem";"w";0;1;1;1;2015
"Maryem";"w";0;1;1;1;2017
"Marylou";"w";0;1;1;1;2010
"Marylou";"w";0;1;1;1;2011
"Maryse";"w";0;1;1;1;2013
"Marysol";"w";0;1;1;1;2017
"Marzanna";"w";0;1;1;1;2014
"Marzellus";"m";0;1;1;1;2012
"Marzellus";"m";0;1;1;1;2016
"Marziye";"w";0;1;1;1;2016
"Masa";"w";0;1;1;1;2017
"Masal";"w";1;2;1;1;2010
"Masal";"w";1;2;2;1;2011
"Masal";"w";1;2;2;1;2015
"Masal";"w";1;2;1;1;2016
"Masal";"w";1;2;3;1;2018
"Masali";"w";0;1;1;1;2013
"Masar";"m";0;1;1;1;2017
"Masaru";"m";0;1;1;1;2016
"Mascha";"w";2;2;1;1;2011
"Mascha";"w";2;2;1;1;2013
"Mascha";"w";2;2;2;1;2014
"Mascha";"w";2;2;4;1;2015
"Mascha";"w";2;2;4;1;2016
"Mascha";"w";2;2;1;1;2017
"Mascha";"w";2;2;2;1;2018
"Maschal";"m";0;1;1;1;2012
"Maseha";"w";0;1;1;1;2014
"Masi";"m";0;1;1;1;2016
"Masiha";"m";0;1;1;1;2011
"Masinga";"m";0;1;1;1;2013
"Masio";"m";0;1;1;1;2017
"Masis";"m";0;1;1;1;2012
"Mason";"m";1.25;1.5;3;1;2012
"Mason";"m";1.25;1.5;2;1;2015
"Mason";"m";1.25;1.5;1;1;2016
"Mason";"m";1.25;1.5;1;1;2017
"Masoud";"m";0;1;1;1;2017
"Masoumeh";"w";0;1;1;1;2013
"Massih";"m";0;1;1;1;2016
"Massiha";"m";0;1;1;1;2015
"Massimilano";"m";0;1;1;1;2015
"Massimiliano";"m";0;1;1;1;2012
"Massimiliano";"m";0;1;1;1;2014
"Massimiliano";"m";0;1;1;1;2015
"Massimiliano";"m";0;1;1;1;2016
"Massimiliano";"m";0;1;1;1;2018
"Massimo";"m";1;2;2;1;2010
"Massimo";"m";1;2;3;1;2011
"Massimo";"m";1;2;1;1;2013
"Massimo";"m";1;2;2;1;2014
"Massimo";"m";1;2;1;1;2015
"Massimo";"m";1;2;2;1;2016
"Massimo";"m";1;2;1;1;2017
"Massin";"m";0;1;1;1;2014
"Masuama";"m";0;1;1;1;2015
"Masud";"m";0;1;1;1;2010
"Masudovič";"m";0;1;1;1;2016
"Masume";"w";0;1;1;1;2018
"Masyar";"m";0;1;1;1;2010
"Mata";"w";0;1;1;1;2013
"Mata-Isabella";"w";0;1;1;1;2010
"Matěj";"m";0;1;1;1;2014
"Matéa";"w";0;1;1;1;2016
"Maténé";"w";0;1;1;1;2011
"Matan";"m";0;1;1;1;2010
"Matan";"m";0;1;1;1;2016
"Matar";"w";0;1;1;1;2010
"Matas";"m";0;1;1;1;2010
"Matay";"m";0;1;1;1;2013
"Mate";"m";0;1;1;1;2014
"Mate";"m";0;1;1;1;2015
"Matea";"m";0;1;1;1;2018
"Matea";"w";2;2;2;1;2010
"Matea";"w";2;2;3;1;2011
"Matea";"w";2;2;1;1;2013
"Matea";"w";2;2;3;1;2014
"Matea";"w";2;2;1;1;2015
"Matea";"w";2;2;1;1;2017
"Matea";"w";2;2;4;1;2018
"Mateeva";"w";0;1;1;1;2015
"Matei";"m";0;1;1;1;2010
"Matei";"m";0;1;1;1;2011
"Matei";"m";0;1;1;1;2012
"Matei";"m";0;1;1;1;2015
"Matei";"m";0;1;1;1;2016
"Matei";"m";0;1;1;1;2018
"Matej";"m";1;1.5;1;1;2010
"Matej";"m";1;1.5;2;1;2012
"Matej";"m";1;1.5;1;1;2014
"Matej";"m";1;1.5;2;1;2016
"Matej";"m";1;1.5;1;1;2017
"Matej";"m";1;1.5;2;1;2018
"Mateja";"m";0;1;1;1;2014
"Mateja";"w";0;1;1;1;2013
"Matejo";"m";0;1;1;1;2016
"Mateo";"m";5;14;7;1;2010
"Mateo";"m";5;14;10;1;2011
"Mateo";"m";5;14;14;1;2012
"Mateo";"m";5;14;15;1;2013
"Mateo";"m";5;14;14;1;2014
"Mateo";"m";5;14;10;1;2015
"Mateo";"m";5;14;13;1;2016
"Mateo";"m";5;14;15;1;2017
"Mateo";"m";5;14;22;1;2018
"Mateo-Angel";"m";0;1;1;1;2018
"Maternus";"m";0;1;1;1;2013
"Maternus";"m";0;1;1;1;2015
"Mateus";"m";0;1;1;1;2016
"Mateusz";"m";1;1.5;1;1;2010
"Mateusz";"m";1;1.5;1;1;2011
"Mateusz";"m";1;1.5;2;1;2012
"Mateusz";"m";1;1.5;2;1;2013
"Mateusz";"m";1;1.5;1;1;2014
"Mateusz";"m";1;1.5;2;1;2015
"Mateusz";"m";1;1.5;3;1;2016
"Mateusz";"m";1;1.5;1;1;2017
"Matha";"w";0;1;1;1;2016
"Mathé";"m";0;1;1;1;2016
"Mathéo";"m";0.5;1;1;1;2013
"Mathéo";"m";0.5;1;2;1;2016
"Mathéo";"m";0.5;1;1;1;2017
"Mathai";"m";0;1;1;1;2013
"Mathea";"w";2;2;2;1;2010
"Mathea";"w";2;2;2;1;2011
"Mathea";"w";2;2;1;1;2012
"Mathea";"w";2;2;4;1;2013
"Mathea";"w";2;2;2;1;2014
"Mathea";"w";2;2;4;1;2016
"Mathea";"w";2;2;5;1;2017
"Mathei";"m";0;1;1;1;2013
"Matheo";"m";2;3;3;1;2010
"Matheo";"m";2;3;4;1;2011
"Matheo";"m";2;3;2;1;2012
"Matheo";"m";2;3;1;1;2013
"Matheo";"m";2;3;2;1;2014
"Matheo";"m";2;3;2;1;2015
"Matheo";"m";2;3;7;1;2016
"Matheo";"m";2;3;4;1;2017
"Matheo";"m";2;3;4;1;2018
"Matheus";"m";0;1;1;1;2012
"Matheus";"m";0;1;1;1;2016
"Mathew";"m";0;1;1;1;2016
"Mathi";"m";0;1;1;1;2010
"Mathias";"m";1;4;3;1;2010
"Mathias";"m";1;4;4;1;2011
"Mathias";"m";1;4;4;1;2012
"Mathias";"m";1;4;4;1;2013
"Mathias";"m";1;4;5;1;2014
"Mathias";"m";1;4;4;1;2015
"Mathias";"m";1;4;2;1;2016
"Mathias";"m";1;4;3;1;2017
"Mathias";"m";1;4;2;1;2018
"Mathieu";"m";1;1.5;2;1;2011
"Mathieu";"m";1;1.5;1;1;2013
"Mathieu";"m";1;1.5;1;1;2014
"Mathieu";"m";1;1.5;2;1;2016
"Mathijs";"m";0;1;1;1;2012
"Mathijs";"m";0;1;1;1;2018
"Mathild";"w";0;1;1;1;2017
"Mathilda";"w";8;32;26;1;2010
"Mathilda";"w";8;32;30;1;2011
"Mathilda";"w";8;32;32;1;2012
"Mathilda";"w";8;32;29;1;2013
"Mathilda";"w";8;32;39;1;2014
"Mathilda";"w";8;32;37;1;2015
"Mathilda";"w";8;32;43;1;2016
"Mathilda";"w";8;32;23;1;2017
"Mathilda";"w";8;32;37;1;2018
"Mathilda-Maria";"w";0;1;1;1;2011
"Mathilde";"w";3;5;6;1;2010
"Mathilde";"w";3;5;9;1;2011
"Mathilde";"w";3;5;5;1;2012
"Mathilde";"w";3;5;8;1;2013
"Mathilde";"w";3;5;7;1;2014
"Mathilde";"w";3;5;5;1;2015
"Mathilde";"w";3;5;3;1;2016
"Mathilde";"w";3;5;2;1;2017
"Mathilde";"w";3;5;4;1;2018
"Mathis";"m";2;5;6;1;2010
"Mathis";"m";2;5;5;1;2011
"Mathis";"m";2;5;7;1;2012
"Mathis";"m";2;5;3;1;2013
"Mathis";"m";2;5;6;1;2014
"Mathis";"m";2;5;5;1;2015
"Mathis";"m";2;5;5;1;2016
"Mathis";"m";2;5;4;1;2017
"Mathis";"m";2;5;1;1;2018
"Mathisto";"m";0;1;1;1;2011
"Mathius";"m";0;1;1;1;2018
"Mathuran";"m";0;1;1;1;2012
"Mathys";"m";0;1;1;1;2013
"Mati";"m";0;1;1;1;2011
"Mati";"m";0;1;1;1;2014
"Matiar";"m";0;2;2;1;2014
"Matias";"m";0;2;2;1;2017
"Matija";"m";0;1;1;1;2014
"Matija";"m";0;1;1;1;2015
"Matija";"m";0;1;1;1;2017
"Matija";"w";0;1;1;1;2011
"Matilda";"m";0;1;1;1;2016
"Matilda";"m";0;1;1;1;2017
"Matilda";"w";5;33;31;1;2010
"Matilda";"w";5;33;26;1;2011
"Matilda";"w";5;33;36;1;2012
"Matilda";"w";5;33;32;1;2013
"Matilda";"w";5;33;33;1;2014
"Matilda";"w";5;33;39;1;2015
"Matilda";"w";5;33;36;1;2016
"Matilda";"w";5;33;22;1;2017
"Matilda";"w";5;33;36;1;2018
"Matilde";"w";0.5;1;1;1;2010
"Matilde";"w";0.5;1;1;1;2011
"Matilde";"w";0.5;1;2;1;2012
"Matilde";"w";0.5;1;1;1;2013
"Matilde";"w";0.5;1;1;1;2014
"Matilde";"w";0.5;1;3;1;2015
"Matilde";"w";0.5;1;1;1;2016
"Matin";"m";0;1;2;1;2010
"Matin";"m";0;1;1;1;2012
"Matin";"m";0;1;1;1;2013
"Matin";"m";0;1;1;1;2015
"Matin";"m";0;1;1;1;2017
"Matin";"m";0;1;1;1;2018
"Matina";"w";0;1;1;1;2014
"Matis";"m";0.5;1.5;2;1;2011
"Matis";"m";0.5;1.5;1;1;2013
"Matisa";"w";0;1;1;1;2016
"Matisse";"m";0;1;1;1;2016
"Matiz";"m";0;1;1;1;2012
"Mato";"m";0;1;1;1;2010
"Mato";"m";0;1;1;1;2012
"Matondo";"m";0;1;1;1;2011
"Matondo";"m";0;1;1;1;2014
"Mats";"m";5;50;31;1;2010
"Mats";"m";5;50;41;1;2011
"Mats";"m";5;50;47;1;2012
"Mats";"m";5;50;57;1;2013
"Mats";"m";5;50;52;1;2014
"Mats";"m";5;50;57;1;2015
"Mats";"m";5;50;52;1;2016
"Mats";"m";5;50;50;1;2017
"Mats";"m";5;50;48;1;2018
"Matt";"m";0;1;1;1;2012
"Mattín";"m";0;1;1;1;2015
"Mattea";"w";0.25;1;1;1;2010
"Mattea";"w";0.25;1;1;1;2013
"Mattea";"w";0.25;1;1;1;2014
"Mattea";"w";0.25;1;2;1;2016
"Matteo";"m";11;24;15;1;2010
"Matteo";"m";11;24;19;1;2011
"Matteo";"m";11;24;24;1;2012
"Matteo";"m";11;24;16;1;2013
"Matteo";"m";11;24;25;1;2014
"Matteo";"m";11;24;23;1;2015
"Matteo";"m";11;24;34;1;2016
"Matteo";"m";11;24;33;1;2017
"Matteo";"m";11;24;30;1;2018
"Matteo-Miqueas";"m";0;1;1;1;2012
"Mattes";"m";3;4;4;1;2010
"Mattes";"m";3;4;2;1;2011
"Mattes";"m";3;4;5;1;2012
"Mattes";"m";3;4;2;1;2013
"Mattes";"m";3;4;5;1;2014
"Mattes";"m";3;4;8;1;2015
"Mattes";"m";3;4;3;1;2016
"Mattes";"m";3;4;4;1;2017
"Mattes";"m";3;4;1;1;2018
"Matthäus";"m";0.5;1;1;1;2012
"Matthäus";"m";0.5;1;1;1;2013
"Matthäus";"m";0.5;1;1;1;2014
"Matthäus";"m";0.5;1;3;1;2016
"Matthea";"w";0;1;1;1;2011
"Matthea";"w";0;1;1;1;2013
"Matthea";"w";0;1;1;1;2014
"Matthea";"w";0;1;1;1;2016
"Mattheo";"m";0.5;1;1;1;2010
"Mattheo";"m";0.5;1;1;1;2013
"Mattheo";"m";0.5;1;3;1;2015
"Mattheo";"m";0.5;1;1;1;2017
"Mattheos";"m";0;1;1;1;2013
"Matthes";"m";0;1;1;1;2010
"Matthes";"m";0;1;1;1;2011
"Matthes";"m";0;1;1;1;2012
"Matthes";"m";0;1;1;1;2013
"Matthes";"m";0;1;1;1;2016
"Matthew";"m";1.5;4;4;1;2011
"Matthew";"m";1.5;4;5;1;2012
"Matthew";"m";1.5;4;2;1;2013
"Matthi";"m";0;1;1;1;2013
"Matthias";"m";3;16;16;1;2010
"Matthias";"m";3;16;17;1;2011
"Matthias";"m";3;16;26;1;2012
"Matthias";"m";3;16;15;1;2013
"Matthias";"m";3;16;16;1;2014
"Matthias";"m";3;16;25;1;2015
"Matthias";"m";3;16;18;1;2016
"Matthias";"m";3;16;6;1;2017
"Matthias";"m";3;16;8;1;2018
"Matthies";"m";0;1;1;1;2011
"Matthieu";"m";0.5;1;1;1;2011
"Matthieu";"m";0.5;1;2;1;2013
"Matthieu";"m";0.5;1;1;1;2016
"Matthijs";"m";0;1;1;1;2010
"Matthijs";"m";0;1;1;1;2014
"Matthis";"m";1.5;2.5;3;1;2011
"Matthis";"m";1.5;2.5;1;1;2012
"Matthis";"m";1.5;2.5;4;1;2013
"Matthis";"m";1.5;2.5;5;1;2014
"Matthis";"m";1.5;2.5;2;1;2015
"Matthis";"m";1.5;2.5;2;1;2016
"Matthis";"m";1.5;2.5;3;1;2017
"Matthis";"m";1.5;2.5;1;1;2018
"Matti";"m";3;14;16;1;2010
"Matti";"m";3;14;14;1;2011
"Matti";"m";3;14;16;1;2012
"Matti";"m";3;14;16;1;2013
"Matti";"m";3;14;13;1;2014
"Matti";"m";3;14;14;1;2015
"Matti";"m";3;14;22;1;2016
"Matti";"m";3;14;11;1;2017
"Matti";"m";3;14;12;1;2018
"Matti";"w";0;1;1;1;2015
"Mattia";"m";1;3;2;1;2010
"Mattia";"m";1;3;3;1;2011
"Mattia";"m";1;3;3;1;2012
"Mattia";"m";1;3;3;1;2013
"Mattia";"m";1;3;3;1;2014
"Mattia";"m";1;3;4;1;2015
"Mattia";"m";1;3;6;1;2016
"Mattia";"m";1;3;1;1;2017
"Mattia";"m";1;3;5;1;2018
"Mattia";"w";0;2;2;1;2016
"Mattias";"m";0.5;1;1;1;2011
"Mattias";"m";0.5;1;1;1;2015
"Mattias";"m";0.5;1;2;1;2016
"Mattis";"m";15;19;21;1;2010
"Mattis";"m";15;19;5;1;2011
"Mattis";"m";15;19;11;1;2012
"Mattis";"m";15;19;8;1;2013
"Mattis";"m";15;19;23;1;2014
"Mattis";"m";15;19;23;1;2015
"Mattis";"m";15;19;19;1;2016
"Mattis";"m";15;19;24;1;2017
"Mattis";"m";15;19;8;1;2018
"Matts";"m";0;1;1;1;2011
"Matts";"m";0;1;1;1;2012
"Matty";"m";0;1;1;1;2015
"Matvej";"m";0;1;1;1;2015
"Matvey";"m";0;1;1;1;2011
"Matvey";"m";0;1;1;1;2017
"Matwej";"m";0;1;1;1;2012
"Matwej";"m";0;1;1;1;2017
"Matylda";"w";0;1;1;1;2010
"Matylda";"w";0;1;1;1;2013
"Matylda";"w";0;1;1;1;2015
"Matylda";"w";0;1;1;1;2017
"Matyos";"m";0;1;1;1;2016
"Matz";"m";0.5;1;2;1;2013
"Matz";"m";0.5;1;1;1;2015
"Matz";"m";0.5;1;1;1;2018
"Matze";"m";0;1;1;1;2012
"Matze";"m";0;1;1;1;2017
"Maud";"m";0;1;1;1;2015
"Maud";"w";0;1;1;1;2013
"Maud";"w";0;1;1;1;2016
"Maudiel";"m";0;1;1;1;2013
"Maura";"w";0;1;1;1;2012
"Maureen";"w";0;1;1;1;2016
"Mauri";"m";0;1;1;1;2016
"Maurica";"m";0;1;1;1;2015
"Maurice";"m";5;9;23;1;2010
"Maurice";"m";5;9;13;1;2011
"Maurice";"m";5;9;9;1;2012
"Maurice";"m";5;9;9;1;2013
"Maurice";"m";5;9;6;1;2014
"Maurice";"m";5;9;11;1;2015
"Maurice";"m";5;9;9;1;2016
"Maurice";"m";5;9;4;1;2017
"Maurice";"m";5;9;4;1;2018
"Maurice-Fabian";"m";0;1;1;1;2010
"Maurits";"m";0;3;3;1;2011
"Mauritz";"m";0;1;1;1;2010
"Mauritz";"m";0;1;1;1;2011
"Mauritz";"m";0;1;1;1;2012
"Mauriz";"m";0;1;1;1;2013
"Maurizio";"m";0;1;1;1;2010
"Maurizio";"m";0;1;1;1;2016
"Maurizio";"m";0;1;1;1;2017
"Mauro";"m";0;1;1;1;2010
"Mauro";"m";0;1;1;1;2014
"Maveja";"w";0;1;1;1;2016
"Mavi";"m";0;1;1;1;2015
"Mavi";"w";0.5;1;1;1;2010
"Mavi";"w";0.5;1;1;1;2011
"Mavi";"w";0.5;1;1;1;2012
"Mavi";"w";0.5;1;1;1;2013
"Mavi";"w";0.5;1;1;1;2014
"Mavi";"w";0.5;1;2;1;2015
"Mavi";"w";0.5;1;6;1;2017
"Mavie";"w";0.75;1;1;1;2010
"Mavie";"w";0.75;1;4;1;2011
"Mavie";"w";0.75;1;1;1;2013
"Mavie";"w";0.75;1;2;1;2014
"Mavie";"w";0.75;1;1;1;2015
"Mavie";"w";0.75;1;1;1;2018
"Mavis";"w";0;1;1;1;2016
"Mavis";"w";0;1;1;1;2017
"Mavisu";"w";0;1;1;1;2012
"Mawamba";"w";0;1;1;1;2013
"Mawu-Edem";"m";0;1;1;1;2011
"Mawunyo";"w";0;1;1;1;2014
"Mawupemo";"w";0;1;1;1;2014
"Max";"m";13;57;68;1;2010
"Max";"m";13;57;58;1;2011
"Max";"m";13;57;57;1;2012
"Max";"m";13;57;65;1;2013
"Max";"m";13;57;56;1;2014
"Max";"m";13;57;66;1;2015
"Max";"m";13;57;52;1;2016
"Max";"m";13;57;42;1;2017
"Max";"m";13;57;36;1;2018
"Max";"w";0;1;1;1;2011
"Max-Elias";"m";0;1;1;1;2017
"Max-Leon";"m";0;1;1;1;2015
"Maxemilian";"m";0;1;1;1;2016
"Maxi";"w";1;2;1;1;2010
"Maxi";"w";1;2;3;1;2012
"Maxi";"w";1;2;2;1;2013
"Maxi";"w";1;2;1;1;2014
"Maxi";"w";1;2;4;1;2015
"Maxi";"w";1;2;2;1;2016
"Maxi";"w";1;2;2;1;2017
"Maxie";"w";0;1;1;1;2011
"Maxie";"w";0;1;1;1;2012
"Maxie";"w";0;1;1;1;2016
"Maxie";"w";0;1;1;1;2017
"Maxim";"m";14;14;10;1;2010
"Maxim";"m";14;14;10;1;2011
"Maxim";"m";14;14;6;1;2012
"Maxim";"m";14;14;24;1;2013
"Maxim";"m";14;14;24;1;2014
"Maxim";"m";14;14;20;1;2015
"Maxim";"m";14;14;29;1;2016
"Maxim";"m";14;14;14;1;2017
"Maxim";"m";14;14;13;1;2018
"Maxim-Franjo";"m";0;1;1;1;2018
"Maxima";"w";0.5;2;4;1;2010
"Maxima";"w";0.5;2;2;1;2011
"Maxima";"w";0.5;2;2;1;2013
"Maxima";"w";0.5;2;1;1;2014
"Maxima";"w";0.5;2;2;1;2015
"Maxima";"w";0.5;2;1;1;2016
"Maxima";"w";0.5;2;2;1;2017
"Maxima";"w";0.5;2;3;1;2018
"Maxime";"m";1.5;2;2;1;2011
"Maxime";"m";1.5;2;2;1;2012
"Maxime";"m";1.5;2;4;1;2014
"Maxime";"m";1.5;2;2;1;2015
"Maxime";"m";1.5;2;6;1;2016
"Maxime";"m";1.5;2;1;1;2018
"Maxime";"w";0.75;1;1;1;2011
"Maxime";"w";0.75;1;1;1;2012
"Maxime";"w";0.75;1;2;1;2013
"Maxime";"w";0.75;1;1;1;2014
"Maxime";"w";0.75;1;2;1;2016
"Maxime";"w";0.75;1;1;1;2017
"Maximilan";"m";0;1;1;1;2012
"Maximilan";"m";0;1;1;1;2013
"Maximilia";"w";0.5;1;1;1;2012
"Maximilia";"w";0.5;1;3;1;2014
"Maximilia";"w";0.5;1;1;1;2015
"Maximilia";"w";0.5;1;1;1;2016
"Maximilién";"m";0;1;1;1;2015
"Maximilian";"m";11;160;169;1;2010
"Maximilian";"m";11;160;178;1;2011
"Maximilian";"m";11;160;158;1;2012
"Maximilian";"m";11;160;163;1;2013
"Maximilian";"m";11;160;158;1;2014
"Maximilian";"m";11;160;182;1;2015
"Maximilian";"m";11;160;160;1;2016
"Maximilian";"m";11;160;70;1;2017
"Maximilian";"m";11;160;54;1;2018
"Maximilian-Alexander";"m";0;1;1;1;2013
"Maximilian-Joel";"m";0;1;1;1;2014
"Maximilian-Peter";"m";0;1;1;1;2014
"Maximiliane";"w";1;1;3;1;2010
"Maximiliane";"w";1;1;1;1;2015
"Maximiliane";"w";1;1;1;1;2018
"Maximiliano";"m";0;1;1;1;2010
"Maximiliano";"m";0;1;1;1;2013
"Maximiliano";"m";0;1;1;1;2014
"Maximiliano";"m";0;1;1;1;2015
"Maximiliano";"m";0;1;2;1;2017
"Maximilien";"m";0;1;1;1;2013
"Maximillian";"m";0;1;1;1;2010
"Maximillian";"m";0;1;1;1;2012
"Maximillian";"m";0;1;1;1;2013
"Maximillian";"m";0;1;1;1;2014
"Maximillian";"m";0;1;2;1;2015
"Maximillian";"m";0;1;1;1;2016
"Maximillian";"m";0;1;1;1;2018
"Maximin";"m";0;1;1;1;2011
"Maximina";"w";0;1;1;1;2011
"Maximina";"w";0;1;1;1;2016
"Maximo";"m";0.5;1.5;1;1;2011
"Maximo";"m";0.5;1.5;2;1;2015
"Maximovič";"m";0;1;1;1;2012
"Maximovič";"m";0;1;1;1;2014
"Maximus";"m";1.5;1;1;1;2011
"Maximus";"m";1.5;1;1;1;2012
"Maximus";"m";1.5;1;2;1;2013
"Maximus";"m";1.5;1;1;1;2014
"Maximus";"m";1.5;1;3;1;2015
"Maximus";"m";1.5;1;3;1;2016
"Maximus";"m";1.5;1;1;1;2017
"Maximus-Danielle";"m";0;1;1;1;2018
"Maxina";"w";0;1;1;1;2017
"Maxine";"w";1.75;1.5;1;1;2010
"Maxine";"w";1.75;1.5;2;1;2011
"Maxine";"w";1.75;1.5;3;1;2012
"Maxine";"w";1.75;1.5;3;1;2016
"Maxine";"w";1.75;1.5;1;1;2017
"Maxine";"w";1.75;1.5;1;1;2018
"Maxinn";"w";0;1;1;1;2016
"Maxwell";"m";0.75;1;2;1;2010
"Maxwell";"m";0.75;1;1;1;2011
"Maxwell";"m";0.75;1;1;1;2012
"Maxwell";"m";0.75;1;1;1;2013
"Maxwell";"m";0.75;1;2;1;2014
"Maxwell";"m";0.75;1;1;1;2015
"Maxy";"w";0;1;1;1;2015
